attendance,day_night,temp,wind_speed,duration,away_errors,away_hits,home_errors,home_hits,total_runs,home_win
24780,1,72,0,3.483,0,7,1,7,11,0
24753,0,75,7,2.85,0,9,0,6,9,0
24753,0,73,5,2.417,1,3,0,8,7,1
24749,1,58,10,3.55,0,14,0,11,11,0
24749,0,70,15,2.1,0,5,2,3,5,1
24741,0,66,9,2.6,0,10,2,5,9,0
24678,1,89,3,2.883,0,7,3,14,16,1
24668,1,77,0,3.65,1,15,0,9,10,0
24656,0,79,0,3.483,0,14,2,8,20,0
24628,0,75,4,2.75,0,9,2,4,6,0
24617,0,70,6,2.8,0,11,1,5,10,0
24597,0,79,7,2.7,0,3,0,11,8,1
24593,1,43,2,2.867,0,7,0,11,6,1
24591,0,65,13,2.85,1,6,1,10,5,1
24582,0,76,0,2.65,0,5,0,4,4,1
24553,0,81,0,3.383,1,12,2,6,11,0
24552,0,78,4,2.433,0,7,0,4,5,1
24520,0,78,0,3.017,0,10,0,10,7,0
24516,0,79,1,2.933,0,8,0,4,5,0
24494,0,72,5,2.267,0,7,0,4,4,1
24487,0,75,0,3.233,0,14,0,7,13,0
24476,0,63,8,3.267,0,9,0,11,9,0
24453,1,73,0,5.15,0,14,1,10,8,1
24437,0,68,0,3.417,0,6,1,9,4,1
24433,0,62,5,2.783,1,10,1,5,6,0
24422,0,90,10,3.117,0,6,0,8,14,0
24415,0,71,18,2.817,0,8,0,7,8,1
24399,0,73,0,2.667,0,8,0,7,3,0
24397,0,75,12,3.483,0,11,1,7,10,0
24385,0,78,0,3.4,2,8,0,2,9,0
24384,0,69,4,2.933,0,9,0,10,12,1
24379,0,79,19,2.75,0,14,1,6,11,0
24361,0,66,0,2.167,0,3,0,5,6,1
24335,0,78,0,2.95,1,10,0,7,7,0
24333,0,68,0,3.4,0,11,0,14,12,0
24318,0,57,15,3.75,1,15,0,7,13,0
24309,0,75,13,3.067,1,14,1,8,13,0
24308,0,70,5,3.6,0,5,1,12,9,1
24308,1,77,0,2.933,0,10,1,6,10,0
24297,0,75,6,2.667,0,6,0,3,6,1
24280,0,67,7,3.5,2,11,1,8,12,0
24259,1,78,10,3.083,1,11,0,13,9,1
24252,0,83,11,3.25,0,5,0,8,8,1
24226,0,76,5,2.867,0,2,0,10,8,1
24186,0,54,6,2.983,0,7,1,2,3,0
24182,0,72,11,2.917,0,10,4,12,13,1
24181,0,75,5,3.367,1,8,0,12,12,1
24154,1,77,13,2.95,0,6,1,17,15,1
24138,0,67,12,3.083,0,4,2,12,12,1
24135,1,71,5,2.833,0,2,0,8,3,0
24124,1,82,7,3.033,2,9,0,14,15,1
24123,0,64,0,2.483,0,7,0,6,3,0
24123,1,74,9,2.983,0,12,2,8,9,0
24118,1,70,4,2.767,0,6,3,2,3,0
24110,1,72,0,2.817,0,5,1,9,4,1
24109,0,73,0,3.05,1,8,1,6,6,0
24107,0,73,0,3.867,0,12,1,10,7,0
24099,0,74,4,3.533,1,6,2,7,10,0
24098,1,84,14,3.217,1,12,1,7,14,0
24088,0,64,1,2.583,0,2,1,7,6,1
24074,0,86,8,3.583,0,8,2,11,13,1
24050,1,76,8,2.333,0,4,0,6,4,1
24033,1,61,2,3,0,10,0,8,6,0
24021,1,77,0,3.517,3,5,1,12,12,1
24020,0,64,13,2.983,1,12,1,6,5,0
24017,0,76,5,2.283,2,5,1,5,4,0
24009,0,76,12,3.767,1,6,0,10,10,1
23983,0,75,7,3.7,1,6,0,8,3,1
23976,0,73,0,2.633,0,8,0,4,4,0
23963,0,92,4,3,1,4,0,10,7,1
23961,0,82,4,3.267,0,13,0,11,11,1
23948,1,72,0,3.217,2,11,0,8,10,0
23927,0,99,9,3.35,1,10,1,10,15,1
23924,0,77,0,3.133,0,9,2,3,5,0
23888,1,77,8,2.8,2,8,0,11,9,1
23876,0,71,3,3.733,1,15,2,10,17,0
23848,0,83,3,3,0,11,0,7,9,0
23847,0,62,7,2.517,0,9,0,8,5,1
23832,0,80,0,2.9,0,3,0,5,3,1
23826,0,73,0,3.05,1,5,1,6,6,1
23809,1,51,1,2.667,0,4,2,4,3,1
23801,1,66,6,2.5,0,7,0,6,4,1
23785,0,83,9,2.717,1,5,0,11,9,1
23768,0,92,15,2.567,2,2,0,8,9,1
23751,0,78,9,3,1,7,0,7,5,0
23739,1,81,6,2.717,0,6,0,10,8,1
23739,0,66,6,3.1,0,10,0,6,7,0
23726,0,68,0,2.583,0,15,1,4,11,0
23719,0,75,13,2.617,1,4,1,8,9,1
23717,1,81,6,2.933,0,7,1,11,9,0
23715,0,73,4,3.1,1,8,0,9,8,1
23711,0,79,7,3.283,1,10,1,11,13,1
23709,1,76,0,3.35,2,9,1,8,7,0
23677,0,90,4,2.733,0,9,0,5,9,0
23666,1,78,0,2.7,1,6,2,9,9,1
23661,0,78,0,3.117,1,9,0,7,8,0
23653,1,79,0,2.8,0,8,0,8,6,1
23636,0,58,4,3.05,0,9,0,7,7,1
23618,1,63,3,3.533,0,7,0,14,20,1
23612,0,72,5,2.833,1,10,2,7,9,0
23600,0,88,9,3.417,3,8,1,11,16,1
23584,0,70,12,3.633,0,7,0,7,3,1
23541,0,82,5,3.117,1,13,2,7,11,0
23518,0,62,12,2.55,0,4,1,4,3,0
23514,0,67,15,3.3,1,10,2,10,9,0
23499,0,80,6,2.917,2,11,0,11,12,1
23487,0,79,11,2.867,1,13,0,8,15,0
23458,0,98,5,3.167,1,9,0,9,11,0
23450,1,63,4,2.883,0,10,0,4,4,0
23448,1,94,11,2.467,1,7,0,9,10,1
23439,0,66,0,2.8,0,10,0,6,7,0
23437,0,64,14,2.967,1,8,0,8,7,1
23428,0,71,1,2.55,1,12,0,8,3,1
23395,0,73,7,2.767,0,11,0,3,9,0
23367,1,65,7,2.583,0,6,0,13,5,1
23363,0,55,8,3.133,1,14,0,4,6,0
23351,0,79,10,3.267,1,10,1,15,21,1
23290,0,92,13,3,0,12,0,12,12,1
23258,0,72,6,2.8,0,7,0,12,8,1
23215,0,65,0,3.033,2,10,0,4,9,0
23214,1,55,10,3.917,1,10,0,11,19,0
23203,0,93,11,3.333,0,13,0,6,9,1
23190,0,73,0,2.683,0,8,0,5,5,0
23162,0,79,10,4.05,1,10,0,9,9,1
23161,0,77,8,3.05,1,14,0,9,10,0
23147,1,88,5,2.617,1,6,2,6,8,1
23114,0,73,0,2.467,1,5,1,5,4,1
23101,1,44,5,2.883,0,8,1,11,8,1
23100,1,75,11,2.833,0,7,1,4,4,0
23085,1,85,6,2.567,0,4,1,4,1,1
23084,1,70,15,2.45,0,4,0,5,2,1
23080,0,87,6,3.633,1,10,2,12,9,0
23074,0,68,5,2.933,0,7,0,11,10,1
23054,0,83,9,2.9,1,7,0,14,14,1
23049,0,59,5,3.15,0,18,0,7,11,0
23030,1,71,12,2.7,1,10,0,11,6,1
23004,0,80,15,3.35,0,12,0,5,9,0
23002,0,82,4,3.183,2,10,2,14,21,1
23000,1,67,5,4.017,0,10,0,8,11,1
22980,0,72,5,3.067,1,13,0,10,7,0
22972,0,81,3,3.3,1,7,0,8,9,1
22958,0,87,14,3.967,0,15,2,9,12,0
22940,0,77,0,3.133,0,7,0,8,5,1
22918,0,80,0,3.133,0,7,0,5,3,0
22895,0,82,6,4.117,2,14,0,7,9,0
22890,0,79,9,3.233,1,12,0,5,5,0
22859,0,85,7,3.283,0,9,1,11,13,1
22846,1,82,13,2.317,0,7,0,3,2,0
22845,0,75,7,2.7,1,6,1,10,7,1
22832,0,82,4,3.133,0,5,0,10,9,1
22820,0,71,4,2.783,0,9,0,10,9,1
22815,0,66,6,4.35,0,10,2,10,15,0
22806,0,76,0,5.567,0,18,1,13,15,0
22799,1,38,19,3,1,10,1,8,6,1
22786,0,81,5,3,1,16,1,8,9,0
22785,0,85,15,3.417,0,10,1,13,12,0
22735,0,75,8,2.917,0,6,2,4,1,0
22683,0,64,8,3.067,0,13,2,5,11,0
22683,0,78,10,3.6,2,10,1,12,18,0
22648,0,72,10,3.3,1,9,2,10,13,0
22642,1,75,0,2.45,0,6,0,9,3,1
22642,0,73,0,3.717,1,8,0,9,9,1
22636,0,55,12,3.383,2,8,0,9,13,1
22624,1,75,0,2.95,1,5,0,18,13,1
22624,0,61,5,3.183,1,16,1,4,10,0
22615,0,78,9,4.317,1,11,2,6,9,0
22611,0,89,7,3.583,1,11,3,8,12,0
22595,1,77,17,4.767,0,16,3,18,24,0
22588,0,76,10,3.833,1,16,1,20,29,0
22581,0,77,9,2.933,1,11,5,5,9,0
22569,0,75,13,3,0,11,0,12,8,1
22567,0,82,0,3.3,1,16,0,7,8,0
22561,1,82,10,3.033,3,8,0,9,7,0
22553,0,73,0,3.217,2,9,2,15,17,1
22498,0,69,11,2.667,0,11,0,5,5,0
22461,0,73,18,3.483,0,9,1,8,9,1
22454,0,70,13,3.817,2,8,1,8,10,0
22437,0,75,7,3.033,0,8,1,4,5,0
22417,0,67,15,3.05,0,12,1,9,12,0
22394,1,78,0,3.067,1,9,0,10,10,1
22376,1,52,5,3.15,0,7,0,6,9,0
22348,0,71,6,3.033,0,14,1,10,13,1
22333,0,79,0,2.267,0,6,2,7,4,1
22324,0,90,13,2.9,0,7,0,12,7,1
22288,0,84,14,2.467,0,6,1,11,5,1
22279,0,69,6,3.067,1,17,4,5,15,0
22274,0,74,17,3.2,1,4,0,12,14,1
22269,0,76,0,2.917,1,10,0,7,8,0
22261,0,85,7,3.067,0,12,1,9,12,0
22256,0,47,10,2.633,0,10,0,6,6,0
22253,1,85,2,2.8,0,8,0,11,15,1
22248,1,66,8,3.017,0,14,0,5,6,0
22230,0,68,6,2.617,0,4,1,7,5,1
22230,0,81,5,2.717,0,3,0,9,6,1
22198,0,67,8,2.8,0,7,0,9,7,1
22195,0,61,8,2.517,1,11,0,3,8,0
22194,0,74,2,3.117,0,10,1,8,13,0
22178,0,78,13,3.283,0,10,1,4,6,0
22162,0,82,13,3.083,0,13,0,9,10,0
22147,0,73,0,3.8,0,9,1,7,7,0
22133,0,73,0,2.383,0,6,1,4,5,0
22118,1,91,5,2.667,1,7,0,6,4,0
22113,1,52,10,2.883,0,7,0,7,3,1
22112,1,55,12,2.983,0,6,0,4,3,0
22110,0,67,9,2.833,0,5,0,4,5,0
22104,0,83,12,2.75,1,4,0,13,14,1
22092,1,65,15,3.05,0,6,3,9,7,0
22091,1,85,7,2.55,0,9,0,12,9,1
22086,0,77,0,2.767,1,7,0,6,9,0
22072,0,70,12,2.85,1,7,0,6,4,0
22053,0,64,12,3.383,1,12,0,13,15,0
22051,0,68,9,3,0,6,0,7,7,0
21993,0,73,8,2.883,0,5,0,6,7,0
21989,0,82,5,3.183,1,9,0,12,10,1
21907,1,66,0,3.467,0,12,0,9,10,0
21904,1,65,6,3.017,0,9,0,6,9,0
21891,0,68,7,3.117,1,7,0,18,16,1
21885,1,84,12,2.933,1,8,0,9,9,1
21877,0,79,10,3.667,0,11,1,6,9,1
21831,1,69,11,3.583,0,11,0,10,9,0
21830,0,89,4,3.233,0,9,0,15,17,1
21810,1,72,0,2.6,1,5,0,8,5,1
21772,0,74,8,3.017,1,3,1,7,1,0
21764,1,73,0,2.6,1,7,0,5,3,0
21759,0,73,0,3.333,1,19,0,6,13,0
21753,0,101,9,3,0,8,0,8,4,0
21719,0,78,5,3.333,0,5,1,10,7,0
21703,0,78,6,2.717,0,7,1,10,11,1
21671,0,64,12,2.65,0,10,2,12,10,1
21626,1,65,12,3.2,0,10,1,8,8,0
21621,0,55,24,2.383,0,5,0,8,5,1
21618,1,70,14,2.917,0,6,0,7,8,1
21608,0,59,9,2.65,1,4,0,11,8,1
21599,0,64,11,3.167,0,6,2,4,6,0
21588,0,68,9,2.433,2,2,1,4,4,1
21586,0,57,12,3.017,0,14,1,6,8,0
21585,0,77,4,2.85,0,10,0,7,7,0
21553,0,73,0,2.567,1,7,1,7,7,1
21550,0,72,17,2.85,0,10,0,6,8,0
21545,1,88,2,2.717,0,5,1,6,3,1
21534,0,75,3,2.95,0,12,1,11,19,1
21527,0,77,6,3.083,0,14,0,14,12,1
21523,0,84,6,3.017,0,9,1,11,7,1
21520,0,78,7,2.6,0,9,0,5,3,1
21498,0,88,8,3.067,0,8,1,9,12,0
21466,1,76,6,3.1,1,10,0,13,22,1
21460,0,80,13,3.483,0,11,0,8,10,1
21458,1,74,0,2.65,0,5,0,9,9,1
21441,0,76,12,2.95,1,6,0,11,5,1
21422,1,78,14,3.45,1,14,2,12,19,0
21401,1,75,0,2.817,0,11,0,9,9,1
21382,1,75,4,3.633,2,11,0,7,14,0
21376,0,64,13,3.45,0,17,2,6,18,0
21376,0,73,9,3.35,1,15,2,15,19,0
21374,0,98,9,3.35,0,7,0,6,5,1
21354,0,52,9,4.967,0,15,0,18,17,0
21352,0,68,0,3.5,1,11,0,14,13,1
21333,1,52,11,2.7,1,9,0,10,11,1
21322,1,78,10,3.233,0,8,0,5,2,0
21309,1,91,2,3.017,0,8,1,12,15,1
21226,1,72,12,3.433,1,9,3,13,17,1
21216,0,75,10,2.5,0,3,1,9,7,1
21203,0,75,2,2.683,0,13,0,5,8,0
21203,1,65,12,2.85,0,12,0,9,12,0
21187,1,73,0,3.2,0,15,1,11,16,0
21178,0,78,17,2.55,0,6,0,10,8,1
21175,0,54,1,3.2,0,10,0,4,10,0
21173,0,70,5,2.8,1,10,2,5,9,0
21173,0,70,9,3.35,1,10,1,10,9,0
21167,0,63,7,2.983,1,7,0,8,7,1
21153,0,75,9,3.017,0,7,1,5,10,1
21144,0,88,10,2.9,0,8,0,5,5,1
21144,1,63,1,2.483,0,5,0,6,8,1
21137,0,88,7,3.383,0,11,0,11,9,0
21134,0,67,13,3.05,0,7,1,8,6,0
21119,1,87,1,2.55,0,5,0,11,7,1
21110,1,86,8,3.033,4,10,0,13,15,1
21096,1,79,0,3.067,0,6,1,5,1,0
21090,0,78,0,3.367,0,12,0,4,6,0
21087,0,65,0,3.367,1,12,0,13,15,1
21078,0,67,14,2.35,1,6,1,14,11,1
21054,0,72,10,3.15,0,13,0,10,10,0
21043,0,57,17,2.967,2,4,1,4,3,1
21027,0,73,0,3.283,0,7,0,7,5,0
21008,0,68,6,2.85,0,9,0,4,3,0
20992,1,79,10,3.4,0,16,1,12,16,0
20988,0,65,7,3.25,0,19,1,7,17,0
20978,0,80,11,2.3,1,4,0,11,4,1
20976,0,80,11,3.517,0,10,1,8,7,0
20933,0,76,0,2.867,1,8,0,2,5,0
20933,0,73,0,2.533,0,4,1,3,4,0
20899,0,90,5,3.367,1,5,0,12,9,1
20897,0,93,11,3.467,0,8,0,17,15,1
20865,0,79,4,2.917,0,6,3,4,6,0
20849,1,79,0,2.9,0,8,3,6,8,0
20847,0,81,10,3.383,1,9,0,14,20,1
20829,0,76,10,3.133,2,13,0,7,9,0
20814,0,61,6,2.733,1,13,0,7,9,0
20806,0,72,13,2.983,1,17,1,8,15,0
20790,0,80,0,3.4,2,12,2,9,12,0
20773,0,86,8,3.117,0,20,2,6,9,0
20771,0,85,3,2.983,0,9,0,10,9,0
20750,0,82,8,3.967,1,15,1,14,22,1
20720,1,98,6,4.05,0,15,0,14,21,0
20696,0,81,4,3.083,1,9,0,11,9,1
20681,0,77,9,2.983,0,8,1,12,10,1
20674,0,64,6,2.983,0,9,0,9,7,0
20654,0,82,7,2.617,0,5,1,12,5,1
20653,0,75,6,3.183,1,7,3,13,9,1
20637,0,96,10,3.7,1,14,1,16,21,1
20633,0,79,6,3.333,1,5,0,9,8,0
20627,0,87,6,3.9,0,9,0,11,7,0
20623,0,73,0,4.083,1,6,0,7,3,1
20598,0,70,4,2.35,0,11,1,4,7,1
20577,0,70,9,1.917,0,8,1,5,3,0
20557,0,67,7,3.333,2,14,1,19,20,1
20556,0,61,13,2.883,0,9,1,7,6,0
20543,0,72,0,2.867,0,9,0,6,3,0
20527,0,77,8,2.917,2,5,2,6,7,1
20522,1,70,10,2.8,1,5,0,9,6,1
20519,0,65,4,3.567,0,18,2,10,14,0
20484,1,88,8,2.65,1,7,1,10,7,1
20473,1,80,5,2.7,0,7,0,11,9,1
20458,0,77,7,2.9,2,7,0,4,6,1
20448,0,64,7,3.117,0,7,1,19,21,1
20443,0,81,7,3.433,2,8,1,7,11,0
20441,0,74,10,2.883,0,6,1,14,14,1
20435,0,59,7,3.167,0,10,0,8,11,0
20394,0,60,8,2.767,0,5,0,9,9,1
20387,0,77,6,3.233,0,11,0,6,7,0
20387,0,74,9,3.25,0,11,0,5,12,0
20369,0,87,7,3.6,2,15,0,12,16,0
20365,0,78,0,2.683,0,4,0,9,5,1
20357,0,66,8,2.9,0,15,1,9,13,0
20329,0,72,8,3.217,0,15,0,9,13,1
20324,0,90,3,2.8,0,5,0,6,4,0
20309,0,86,12,2.917,0,7,0,12,10,1
20301,1,75,19,3.217,1,13,4,5,8,0
20296,0,81,7,3.333,0,7,1,5,5,0
20292,0,91,6,2.817,0,8,0,9,8,1
20288,0,87,7,2.667,0,7,1,18,18,1
20250,0,73,6,2.767,1,7,0,8,5,1
20238,0,71,4,3.917,1,12,0,9,16,0
20231,1,65,11,3.1,1,10,1,4,7,0
20227,0,43,5,3.317,1,12,0,8,13,0
20225,1,63,10,3.017,0,11,0,8,8,0
20222,0,73,0,2.817,1,3,1,8,8,1
20203,0,69,12,2.95,1,9,0,11,9,1
20196,1,60,11,2.933,0,6,0,2,2,0
20193,0,72,3,2.733,0,9,1,15,10,1
20192,1,32,13,2.717,3,7,1,10,10,1
20188,1,75,0,2.433,2,4,0,10,3,1
20188,1,72,0,3.25,0,12,0,13,14,1
20182,1,55,10,3.95,0,7,1,11,7,1
20173,0,72,6,3.117,1,9,2,6,9,0
20165,1,54,12,2.9,0,8,0,11,12,1
20159,0,63,17,3.217,1,7,0,11,11,1
20151,0,81,9,3.217,0,12,0,8,9,0
20148,0,72,14,3.55,0,7,1,13,11,0
20138,0,73,5,3.05,0,5,1,7,9,1
20127,1,89,9,3.117,0,13,0,9,9,0
20126,0,58,6,3.95,0,12,0,8,10,0
20125,0,84,8,3.4,1,10,1,9,12,0
20107,1,73,5,2.983,0,10,0,2,2,0
20098,1,66,0,3.317,0,6,2,9,7,1
20096,0,66,8,2.183,0,4,0,5,3,1
20076,1,77,0,2.867,1,13,3,11,14,0
20068,1,95,13,3.55,4,12,1,10,13,1
20059,1,84,8,3.267,0,8,2,8,9,0
20057,0,66,4,4.05,0,14,0,10,9,1
20048,0,84,13,2.883,0,6,1,4,3,0
20037,1,70,11,2.967,0,9,0,13,9,1
20035,0,88,14,2.833,1,9,0,10,7,1
20034,1,59,12,2.6,0,8,1,3,2,0
20033,1,73,0,2.717,0,8,1,6,7,1
20022,0,73,0,2.683,1,5,1,8,2,0
20017,0,77,0,2.883,0,8,0,9,5,0
20014,0,71,6,2.35,0,5,0,5,4,1
20011,0,84,10,2.383,1,11,1,2,9,0
20008,0,78,0,3.9,1,6,2,7,5,1
20007,0,76,0,3.183,0,7,1,9,1,0
20006,0,78,0,3.383,0,10,0,14,15,0
20002,0,70,4,2.5,0,5,0,7,3,1
19991,0,63,12,1.25,1,4,0,2,2,0
19983,0,81,3,2.817,1,12,0,10,10,1
19961,0,73,0,3.267,0,5,0,8,5,0
19919,0,79,0,3.3,1,15,1,11,14,0
19912,0,52,6,2.5,2,6,0,8,9,1
19907,0,76,0,3.9,1,4,0,7,7,1
19901,0,65,0,3.65,0,7,1,13,8,0
19894,0,79,7,4.65,0,13,0,15,9,1
19893,0,81,16,2.483,0,8,0,5,5,1
19883,1,76,0,2.6,0,8,0,6,4,0
19801,0,91,5,3.817,2,13,0,17,17,1
19796,0,62,1,2.9,0,9,0,12,5,1
19767,0,77,0,2.95,0,1,0,9,6,1
19748,1,72,0,2.75,1,1,1,6,3,0
19736,1,68,19,3,1,9,1,4,4,0
19713,0,70,1,4.85,1,16,0,16,11,1
19658,1,72,0,2.867,0,7,0,6,7,0
19655,1,80,0,3.383,0,8,0,17,15,1
19645,0,83,0,3.567,0,11,0,10,7,0
19636,0,78,0,2.967,0,3,1,4,2,1
19625,1,73,0,3.167,1,10,1,10,11,0
19598,0,54,2,2.833,0,4,0,7,1,1
19597,1,79,5,2.867,1,7,2,14,11,1
19545,1,72,0,3.083,1,12,0,6,13,0
19465,0,78,0,3.05,1,7,2,2,4,0
19461,0,98,10,3.217,0,8,0,10,6,0
19453,0,73,10,3.45,1,9,2,6,10,0
19451,0,65,12,3.25,1,12,1,5,6,0
19449,0,78,13,4.017,0,11,2,9,9,1
19448,0,82,4,3.083,0,4,0,13,13,1
19400,0,56,0,2.2,0,5,0,4,3,1
19400,0,60,4,3.6,3,15,1,21,21,1
19385,0,60,11,2.983,0,6,0,7,5,0
19361,0,95,6,3.233,3,6,0,6,5,1
19325,0,82,10,3.217,0,8,0,14,6,1
19304,0,89,7,3.4,0,14,0,8,13,0
19283,0,69,0,2.467,0,5,1,6,9,1
19282,0,73,11,3.067,0,16,3,7,12,0
19281,0,87,12,3.417,0,4,0,15,12,1
19233,0,72,3,3.45,1,12,0,9,13,0
19227,0,62,2,2.783,0,10,0,17,16,1
19211,1,92,6,2.9,0,7,2,9,7,1
19206,0,75,2,2.667,0,9,1,5,8,0
19193,1,85,7,3.267,1,7,0,11,11,1
19192,0,63,12,3.15,0,7,1,12,15,1
19178,0,67,6,2.783,0,9,0,4,4,1
19174,1,79,5,2.95,0,10,0,6,5,0
19115,0,75,7,3.083,0,6,0,4,5,0
19074,0,76,6,2.783,0,11,0,5,10,0
19072,0,81,11,3.1,1,8,1,11,13,1
19064,1,77,10,2.45,1,6,1,12,10,1
19052,0,78,8,2.75,0,12,1,6,9,0
19045,0,78,0,3.217,3,8,3,8,7,0
19020,0,70,13,3.3,0,10,0,7,10,1
19013,0,61,12,3.017,0,9,0,6,3,1
19007,0,63,16,2.933,0,6,1,12,10,1
18979,1,75,10,2.783,0,5,0,11,9,1
18937,0,75,16,3.033,2,7,0,13,14,1
18933,0,75,6,2.417,0,3,1,6,3,1
18873,1,87,7,3.367,0,4,0,7,1,1
18843,0,80,4,2.633,0,5,0,11,10,1
18812,0,60,2,3.917,0,12,1,7,15,0
18792,0,81,15,3.067,0,18,2,7,13,0
18780,0,77,0,3.383,0,12,2,5,11,0
18751,1,61,8,3.333,2,9,1,14,11,0
18707,0,70,5,3.35,0,13,1,8,18,0
18698,0,77,0,2.917,1,8,1,2,4,0
18677,0,48,8,3.333,1,6,0,10,7,1
18663,0,80,7,3.4,1,11,2,8,11,0
18653,1,87,13,3.933,0,9,1,10,8,0
18638,0,72,0,2.55,0,7,0,4,3,0
18613,0,73,0,2.75,2,4,0,8,6,1
18603,1,78,0,3.883,2,17,1,15,17,0
18572,1,77,0,2.65,1,8,0,8,7,0
18572,0,84,9,2.9,0,8,1,4,6,0
18571,0,76,7,3.05,1,11,1,13,15,1
18565,1,83,11,3.233,1,8,0,8,10,0
18531,0,65,10,2.883,0,8,1,8,4,0
18513,0,80,0,2.833,0,6,0,7,1,0
18469,0,79,0,2.883,0,10,0,12,18,1
18456,0,72,2,2.55,0,9,1,4,7,0
18438,1,65,9,3.05,1,17,0,9,17,0
18431,1,72,9,3.467,1,9,3,11,3,0
18426,0,88,7,2.133,1,6,0,8,6,1
18415,0,78,9,3.383,2,6,0,17,13,1
18378,0,61,14,2.783,0,6,1,8,3,1
18376,0,60,11,3.3,0,11,2,7,9,0
18374,1,66,8,3.15,1,9,1,5,11,0
18347,0,84,8,3.433,1,7,0,5,3,0
18339,0,76,8,3.533,1,14,1,10,15,0
18323,0,74,10,2.667,1,7,0,6,6,0
18271,0,79,13,3.583,1,17,0,17,19,1
18243,0,71,12,3.133,0,8,0,5,8,0
18229,1,81,5,2.767,0,4,1,11,5,1
18208,0,76,0,3.433,1,11,0,18,19,1
18201,0,58,4,2.633,0,10,0,6,4,0
18188,0,66,0,2.733,0,3,1,9,4,1
18187,0,76,0,3.283,1,12,0,7,8,0
18179,0,70,11,4.717,0,13,1,13,7,1
18169,1,85,4,3.083,0,10,0,8,5,0
18149,1,67,6,3.733,0,14,2,11,17,0
18140,0,54,3,2.883,1,8,0,6,4,1
18119,0,72,10,3.083,1,8,0,11,10,1
18109,1,72,0,3.017,0,9,1,6,8,1
18079,1,60,7,2.45,1,3,0,3,3,1
18071,0,76,0,3.083,2,8,0,12,9,0
18024,0,72,0,3.483,2,12,0,18,20,1
17972,0,74,6,3.133,1,11,1,12,11,1
17969,0,75,0,3.183,0,12,0,14,13,1
17964,0,78,0,2.25,0,3,0,8,5,1
17961,0,77,0,2.183,0,4,0,3,1,1
17894,0,77,0,2.583,0,8,1,7,3,1
17886,0,74,14,3.483,1,17,1,12,14,0
17883,1,71,0,3.367,0,13,1,10,10,0
17861,1,72,0,2.883,1,5,1,5,5,0
17856,0,72,0,2.967,1,10,0,7,6,1
17836,0,77,0,3.167,0,8,3,4,11,0
17803,0,62,11,3.117,1,8,2,8,13,1
17775,0,77,0,3.867,2,6,1,13,13,1
17746,0,44,14,3.533,2,10,2,9,11,0
17685,1,72,0,3.017,1,7,0,8,12,1
17672,0,72,0,3,0,7,0,9,7,0
17664,0,83,2,2.8,0,10,1,7,8,0
17645,0,72,10,2.55,0,3,1,4,4,1
17644,0,68,6,3.15,0,4,0,10,5,1
17642,1,71,12,2.35,1,5,0,10,5,1
17638,0,55,3,2.6,3,6,1,5,3,1
17621,1,53,5,2.533,0,9,2,3,6,0
17611,0,83,5,3.467,0,11,0,6,6,0
17597,1,55,11,3.383,1,9,2,8,11,0
17518,0,81,0,3.383,0,19,1,5,15,0
17503,0,50,10,3.4,0,12,1,5,7,1
17493,0,65,2,3.367,0,8,0,11,9,1
17493,0,49,13,2.867,0,6,0,14,11,1
17471,0,63,1,3.2,0,9,0,11,11,1
17456,0,61,13,2.65,0,10,1,6,5,0
17403,0,84,11,3.783,3,16,0,11,19,0
17395,1,74,0,2.633,0,2,0,9,6,1
17374,0,67,9,2.85,0,7,0,8,3,0
17361,1,72,0,3.5,3,9,0,7,6,0
17340,0,80,0,3.483,2,12,1,16,16,1
17304,0,50,6,2.767,0,5,0,10,7,1
17302,1,69,5,2.683,0,12,0,6,7,0
17248,1,68,10,2.533,0,8,0,7,5,1
17226,1,77,16,3.333,2,11,3,11,14,0
17225,0,82,15,3.283,0,12,2,8,12,0
17214,0,80,0,2.833,2,9,1,7,7,1
17194,0,41,19,3.4,3,8,3,6,11,0
17176,0,82,17,3.383,0,15,1,8,18,0
17176,0,81,0,3.5,0,10,0,7,10,0
17175,0,79,7,3.467,0,13,1,9,12,0
17161,0,89,14,3.633,2,11,0,12,16,1
17106,1,83,12,3.8,0,9,0,11,8,0
17091,0,79,0,3.167,0,14,0,12,19,0
17086,1,76,0,2.983,0,14,0,5,11,0
17048,1,81,7,2.517,0,5,0,13,8,1
17043,0,71,0,2.8,1,9,0,8,7,1
17018,0,76,0,2.867,1,4,0,7,5,1
16986,0,72,0,3.183,0,11,0,6,10,0
16961,0,73,0,2.55,0,7,0,5,4,0
16954,1,76,0,3,0,10,0,10,9,0
16944,0,76,2,2.633,0,6,0,11,8,1
16938,0,69,9,3.133,0,8,1,12,15,1
16918,0,74,6,3.683,2,9,1,7,9,0
16905,0,62,10,2.917,0,9,1,14,13,1
16815,1,67,4,3.15,0,7,0,14,20,1
16801,0,72,0,2.383,1,6,0,2,1,0
16783,0,69,11,2.833,0,8,1,7,7,0
16775,0,67,1,3.417,2,10,1,13,19,1
16769,0,80,11,3.117,3,5,1,12,5,1
16747,1,78,13,2.35,0,3,0,9,7,1
16736,1,76,5,2.967,0,9,1,5,5,0
16704,0,74,4,2.783,0,5,0,9,4,1
16668,0,80,4,2.65,0,5,0,6,3,1
16652,0,83,5,3.167,2,6,0,14,18,1
16610,1,70,10,3.167,0,11,1,10,15,0
